image,expected_text,predicted_text,detected,score,gt_bbox,pred_bbox,bbox_iou,bbox_relative_error,bbox_error_le_10pct,exact_match,char_accuracy,brightness,scene_proxy,detect_time_ms,ocr_time_ms,total_time_ms
00695761494253-90_87-267&461_422&518-420&508_267&510_270&460_423&458-0_0_27_19_29_26_31-113-23.jpg,皖A3V527,皖A3V527,True,0.796,"[267, 461, 422, 518]","[266, 454, 422, 511]",0.7768,0.063,True,True,1.0,113,day_proxy,29.36,9.22,39.33
00695761494253-90_94-315&478_481&529-475&530_316&538_318&488_477&480-0_0_33_28_28_32_28-101-14.jpg,皖A94484,皖A94484,True,0.7972,"[315, 478, 481, 529]","[310, 477, 479, 540]",0.7781,0.0694,True,True,1.0,101,night_proxy,27.92,9.03,37.42
00697078544062-90_92-273&487_437&531-429&537_277&540_274&487_426&484-0_3_26_31_24_29_27-125-18.jpg,皖D27053,皖D27053,True,0.7969,"[273, 487, 437, 531]","[271, 482, 429, 541]",0.7095,0.1005,False,True,1.0,125,day_proxy,45.16,14.9,60.55
00705100574712-89_94-263&515_421&577-422&567_266&575_266&519_422&511-0_0_0_11_29_26_26-118-13.jpg,皖AAM522,皖AAM522,True,0.7901,"[263, 515, 421, 577]","[265, 517, 421, 569]",0.8281,0.0435,True,True,1.0,118,day_proxy,22.66,7.67,30.86
00705100574712-90_91-256&546_419&598-421&597_247&598_255&544_429&543-0_0_26_18_27_29_29-66-15.jpg,皖A2U355,皖A2U355,True,0.7764,"[256, 546, 419, 598]","[245, 540, 426, 598]",0.8074,0.0565,True,True,1.0,66,night_proxy,23.99,7.52,31.95
00705938697318-90_91-325&435_489&486-498&498_325&494_326&440_499&444-10_1_20_4_27_27_32-85-16.jpg,苏BWE338,苏BWE338,True,0.8049,"[325, 435, 489, 486]","[320, 438, 498, 500]",0.6829,0.1047,False,True,1.0,85,night_proxy,23.44,6.86,30.77
00706896551724-90_90-338&413_507&457-511&459_337&462_336&407_510&404-0_0_30_33_5_26_31-107-19.jpg,皖A69F27,皖A69F27,True,0.7995,"[338, 413, 507, 457]","[334, 402, 511, 464]",0.6776,0.1141,False,True,1.0,107,night_proxy,21.07,7.41,28.94
00709770114943-90_87-312&452_482&505-478&505_316&501_318&446_480&450-0_0_33_12_27_27_27-171-24.jpg,皖A9N333,皖A9N333,True,0.8039,"[312, 452, 482, 505]","[314, 446, 479, 503]",0.8415,0.0451,True,True,1.0,171,day_proxy,26.22,7.6,34.38
00711206896552-90_89-275&543_460&603-451&603_278&605_274&548_447&546-0_0_4_33_24_24_11-120-26.jpg,皖AE900M,皖AE900M,True,0.8023,"[275, 543, 460, 603]","[270, 541, 451, 607]",0.8457,0.0439,True,True,1.0,120,day_proxy,32.43,7.97,41.06
00718390804598-90_89-277&460_453&512-459&522_271&516_270&458_458&464-0_0_28_11_26_33_24-116-8.jpg,皖A4M290,皖A4M290,True,0.8015,"[277, 460, 453, 512]","[268, 459, 457, 521]",0.781,0.0665,True,True,1.0,116,day_proxy,29.75,9.56,39.94
00727370689655-89_95-363&466_530&522-523&520_356&520_359&467_526&467-0_0_24_20_25_28_32-42-8.jpg,皖A0W148,皖A0W148,True,0.7882,"[363, 466, 530, 522]","[350, 460, 526, 524]",0.7946,0.0612,True,True,1.0,42,night_proxy,28.27,9.91,38.88
00731441570881-92_87-253&485_421&536-420&540_258&537_258&486_420&489-0_0_10_23_29_24_33-114-13.jpg,皖ALZ509,皖ALZ509,True,0.7763,"[253, 485, 421, 536]","[254, 486, 420, 538]",0.9326,0.0177,True,True,1.0,114,day_proxy,20.46,8.79,29.78
00737547892721-90_85-317&498_485&551-477&548_326&548_320&494_471&494-0_0_10_33_24_32_13-99-11.jpg,皖AL908P,皖AL908P,True,0.7968,"[317, 498, 485, 551]","[320, 491, 476, 549]",0.7959,0.0603,True,True,1.0,99,night_proxy,35.57,11.26,47.43
00738146551724-88_89-298&465_449&526-446&506_308&523_303&476_441&459-0_0_25_31_32_9_29-94-13.jpg,皖A178K5,皖A178K5,True,0.7818,"[298, 465, 449, 526]","[297, 457, 451, 523]",0.8249,0.05,True,True,1.0,94,night_proxy,39.77,9.3,49.58
00739224137931-90_82-201&495_364&556-362&550_212&546_204&495_354&499-0_0_0_21_29_31_29-46-23.jpg,皖AAX575,皖AAX575,True,0.7884,"[201, 495, 364, 556]","[202, 492, 361, 552]",0.8698,0.0348,True,True,1.0,46,night_proxy,25.49,9.28,35.31
00739224137931-90_85-233&397_392&451-399&457_235&448_227&386_391&395-0_0_15_29_29_31_32-100-15.jpg,皖AR5578,皖AR5578,True,0.8179,"[233, 397, 392, 451]","[231, 383, 396, 465]",0.6346,0.1391,False,True,1.0,100,night_proxy,29.11,7.97,37.76
00744252873564-90_90-255&461_418&516-416&511_251&513_253&457_418&455-0_0_8_32_22_32_27-165-18.jpg,皖AJ8Y83,皖AJ8Y83,True,0.8016,"[255, 461, 418, 516]","[252, 456, 415, 512]",0.8215,0.0501,True,True,1.0,165,day_proxy,24.25,12.59,37.28
00745090996169-92_83-272&513_423&567-419&571_274&565_267&509_412&515-0_0_12_22_31_24_29-127-34.jpg,皖ANY705,皖ANY705,True,0.7981,"[272, 513, 423, 567]","[270, 506, 419, 570]",0.814,0.0562,True,True,1.0,127,day_proxy,47.48,9.2,57.17
00746527777778-90_87-248&457_400&514-407&510_250&511_244&457_401&456-0_0_2_24_3_29_25-165-21.jpg,皖AC0D51,皖AC0D51,True,0.7955,"[248, 457, 400, 514]","[249, 454, 404, 510]",0.8568,0.0389,True,True,1.0,165,day_proxy,37.53,11.72,49.74
00746527777778-90_91-271&539_429&601-425&594_277&594_279&542_427&542-0_0_29_7_24_24_33-108-13.jpg,皖A5H009,皖A5H009,True,0.7825,"[271, 539, 429, 601]","[274, 540, 428, 596]",0.8804,0.0305,True,True,1.0,108,night_proxy,38.64,13.96,53.09
00749042145593-92_85-282&520_438&580-438&589_280&580_276&523_434&532-0_0_0_33_11_29_30-200-18.jpg,皖AA9M56,皖AA9M56,True,0.8041,"[282, 520, 438, 580]","[277, 523, 437, 587]",0.8207,0.0513,True,True,1.0,200,day_proxy,63.68,10.4,74.65
00749042145593-92_85-288&418_439&486-437&480_296&467_292&415_433&428-0_0_13_30_6_29_29-115-30.jpg,皖AP6G55,皖AP6G55,True,0.7945,"[288, 418, 439, 486]","[292, 417, 437, 477]",0.8216,0.0467,True,True,1.0,115,day_proxy,46.91,15.47,62.97
00751077586207-90_90-244&489_413&548-416&551_244&553_243&495_415&493-0_0_15_26_15_30_30-125-12.jpg,皖AR2R66,皖AR2R66,True,0.7845,"[244, 489, 413, 548]","[245, 494, 415, 547]",0.8836,0.0299,True,True,1.0,125,day_proxy,35.51,10.62,46.69
00751795977012-90_87-440&462_612&517-611&515_444&516_441&458_608&457-0_11_0_17_26_30_32-121-30.jpg,皖MAT268,皖MAT268,True,0.7894,"[440, 462, 612, 517]","[441, 457, 608, 511]",0.7949,0.0573,True,True,1.0,121,day_proxy,42.0,11.18,53.83
00754549808429-90_86-214&543_368&600-371&594_214&608_210&555_367&541-0_0_20_27_25_31_22-124-6.jpg,皖AW317Y,皖AW317Y,True,0.7963,"[214, 543, 368, 600]","[208, 544, 369, 606]",0.8508,0.0421,True,True,1.0,124,day_proxy,26.36,9.98,36.97
00758620689655-89_98-357&507_500&562-497&556_352&571_365&511_510&496-0_0_11_10_24_27_31-92-17.jpg,皖AML037,皖AML037,True,0.7911,"[357, 507, 500, 562]","[354, 502, 501, 563]",0.8771,0.0343,True,True,1.0,92,night_proxy,27.4,12.04,40.01
00760057471264-90_86-361&431_520&487-522&488_364&485_358&430_516&433-0_0_6_9_26_31_25-131-34.jpg,皖AGK271,皖AGK271,True,0.7912,"[361, 431, 520, 487]","[359, 430, 518, 486]",0.9413,0.0152,True,True,1.0,131,day_proxy,27.68,9.36,37.56
00765325670498-89_87-236&483_402&540-406&543_236&537_236&476_406&482-0_0_28_24_25_27_31-97-8.jpg,皖A40137,皖A40137,True,0.8064,"[236, 483, 402, 540]","[234, 479, 407, 544]",0.8414,0.0456,True,True,1.0,97,night_proxy,22.85,11.81,35.32
007655651341-90_89-158&313_304&374-307&372_159&369_157&317_305&320-0_0_18_22_33_31_31-92-21.jpg,皖AUY977,皖AUY977,True,0.789,"[158, 313, 304, 374]","[153, 314, 308, 372]",0.8982,0.0277,True,True,1.0,92,night_proxy,26.54,10.56,37.67
00769157088122-90_89-221&432_385&482-388&482_232&479_233&426_389&429-0_0_17_32_15_32_25-98-28.jpg,皖AT8R81,皖AT8R81,True,0.7876,"[221, 432, 385, 482]","[228, 424, 390, 482]",0.8055,0.0583,True,True,1.0,98,night_proxy,24.64,11.31,36.55
00769396551724-90_93-309&510_467&562-475&560_311&562_312&507_476&505-0_0_2_23_32_24_30-98-18.jpg,皖ACZ806,皖ACZ806,True,0.7908,"[309, 510, 467, 562]","[309, 505, 476, 560]",0.8315,0.0479,True,True,1.0,98,night_proxy,39.71,11.09,51.83
00770474137931-90_88-304&482_457&545-455&540_308&539_309&490_456&491-0_0_16_7_33_28_33-150-20.jpg,皖ASH949,皖ASH949,True,0.7873,"[304, 482, 457, 545]","[306, 486, 456, 540]",0.8403,0.0406,True,True,1.0,150,day_proxy,31.09,10.17,41.84
00770953065134-89_88-127&508_285&567-286&561_126&575_121&516_281&502-0_0_17_11_30_33_31-140-14.jpg,皖ATM697,皖ATM697,True,0.81,"[127, 508, 285, 567]","[117, 505, 285, 575]",0.7927,0.0624,True,True,1.0,140,day_proxy,37.39,11.28,49.37
00775862068966-90_86-311&568_504&611-498&618_312&620_308&565_494&563-0_0_28_32_32_3_28-155-12.jpg,皖A488D4,皖A488D4,True,0.8031,"[311, 568, 504, 611]","[310, 562, 495, 624]",0.6673,0.1234,False,True,1.0,155,day_proxy,38.85,11.78,51.36
00777418582376-90_89-257&555_417&607-420&606_260&605_261&547_421&548-0_0_6_5_26_33_32-135-17.jpg,皖AGF298,皖AGF298,True,0.8002,"[257, 555, 417, 607]","[257, 544, 420, 608]",0.7975,0.0624,True,True,1.0,135,day_proxy,36.26,12.03,48.94
0077969348659-90_92-219&585_384&647-378&636_235&636_237&588_380&588-0_14_30_26_28_26_32-126-19.jpg,皖Q62428,皖Q62428,True,0.7957,"[219, 585, 384, 647]","[229, 584, 381, 638]",0.776,0.06,True,True,1.0,126,day_proxy,29.95,11.34,42.13
00782088122605-91_84-260&524_433&585-440&595_257&589_246&524_429&530-0_0_18_32_16_29_32-167-5.jpg,皖AU8S58,皖AU8S58,True,0.8005,"[260, 524, 433, 585]","[252, 525, 436, 594]",0.8066,0.0569,True,True,1.0,167,day_proxy,38.31,16.12,55.15
00782567049809-90_84-234&334_410&396-412&415_234&398_222&330_400&347-0_0_29_24_1_29_26-135-31.jpg,皖A50B52,皖A50B52,True,0.8236,"[234, 334, 410, 396]","[231, 336, 406, 404]",0.8261,0.0503,True,True,1.0,135,day_proxy,39.98,12.41,53.28
00786159003831-90_95-379&315_539&380-548&391_369&390_375&317_554&318-0_0_32_23_25_33_27-98-8.jpg,皖A8Z193,皖A8Z193,True,0.8057,"[379, 315, 539, 380]","[370, 319, 545, 384]",0.8123,0.0542,True,True,1.0,98,night_proxy,34.23,13.65,48.4
00787595785441-88_90-299&514_443&575-450&565_307&571_304&519_447&513-0_0_1_1_33_28_33-110-15.jpg,皖ABB949,皖ABB949,True,0.785,"[299, 514, 443, 575]","[297, 512, 451, 573]",0.8775,0.0338,True,True,1.0,110,night_proxy,41.66,10.85,53.03
00789511494253-90_87-167&491_331&550-335&553_170&555_162&498_327&496-0_0_8_16_32_30_30-101-15.jpg,皖AJS866,皖AJS866,True,0.7894,"[167, 491, 331, 550]","[162, 493, 337, 557]",0.8109,0.0549,True,True,1.0,101,night_proxy,33.27,13.14,47.01
0079070881226-92_90-415&438_581&495-588&503_405&492_407&431_590&442-0_0_23_26_32_28_22-170-13.jpg,皖AZ284Y,皖AZ284Y,True,0.807,"[415, 438, 581, 495]","[404, 434, 587, 501]",0.7717,0.0695,True,True,1.0,170,day_proxy,26.83,11.52,38.66
00792863984674-90_90-278&523_442&580-451&582_280&583_276&521_447&520-0_0_19_28_29_31_29-156-3.jpg,皖AV4575,皖AVA575,True,0.785,"[278, 523, 442, 580]","[275, 524, 443, 580]",0.9595,0.0105,True,False,0.8571,156,day_proxy,42.89,11.53,54.75
00793103448276-89_88-259&466_418&523-415&519_259&523_263&471_419&467-0_0_15_29_26_31_10-154-16.jpg,皖AR527L,皖AR527L,True,0.8036,"[259, 466, 418, 523]","[258, 468, 415, 522]",0.924,0.0194,True,True,1.0,154,day_proxy,23.75,10.79,34.9
00798012452107-90_88-288&542_446&592-454&594_294&594_292&538_452&538-0_0_3_20_31_25_26-145-28.jpg,皖ADW712,皖ADW712,True,0.7903,"[288, 542, 446, 592]","[291, 537, 452, 589]",0.8106,0.0542,True,True,1.0,145,day_proxy,28.9,13.42,42.78
00809626436781-90_86-315&472_486&537-488&544_306&540_309&475_491&479-0_0_28_28_6_33_33-20-9.jpg,皖A44G99,皖A44G99,True,0.7928,"[315, 472, 486, 537]","[298, 477, 489, 545]",0.7412,0.0792,True,True,1.0,20,night_proxy,22.29,15.71,38.31
00815493295019-89_91-333&499_483&555-477&547_332&554_338&503_483&496-0_0_1_14_30_27_24-71-21.jpg,皖ABQ630,皖ABQ630,True,0.78,"[333, 499, 483, 555]","[324, 491, 485, 555]",0.8152,0.054,True,True,1.0,71,night_proxy,28.17,11.73,40.37
00815972222222-90_87-291&480_460&537-457&536_290&545_288&480_455&471-0_0_9_6_30_26_31-146-12.jpg,皖AKG627,皖AKG627,True,0.8139,"[291, 480, 460, 537]","[284, 474, 454, 544]",0.7589,0.0762,True,True,1.0,146,day_proxy,30.84,11.11,42.42
00818965517241-90_90-282&547_455&605-451&610_279&602_281&545_453&553-0_0_7_4_26_25_33-116-6.jpg,皖AHE219,皖AHE219,True,0.7939,"[282, 547, 455, 605]","[277, 545, 452, 609]",0.8669,0.0374,True,True,1.0,116,day_proxy,33.99,12.87,47.39
00818965517241-91_91-221&384_375&437-384&444_217&437_218&377_385&384-0_0_23_32_8_31_31-166-22.jpg,皖AZ8J77,皖AZ8J77,True,0.7975,"[221, 384, 375, 437]","[217, 380, 381, 436]",0.8576,0.0398,True,True,1.0,166,day_proxy,39.74,12.2,52.44
00821360153257-90_88-261&541_423&596-428&603_264&602_255&541_419&542-0_0_21_7_28_29_29-90-7.jpg,皖AXH455,皖AXH455,True,0.8024,"[261, 541, 423, 596]","[258, 540, 428, 604]",0.8189,0.0533,True,True,1.0,90,night_proxy,30.63,10.53,41.52
00821360153257-94_88-219&541_368&606-359&595_224&585_228&541_363&551-0_0_6_31_30_30_4-124-20.jpg,皖AG766E,皖AG766E,True,0.784,"[219, 541, 368, 606]","[219, 539, 363, 597]",0.8086,0.0507,True,True,1.0,124,day_proxy,29.11,12.9,42.91
00821599616858-90_86-273&502_442&570-445&577_286&571_273&507_432&513-0_0_30_19_30_24_25-151-26.jpg,皖A6V601,皖A6V601,True,0.7966,"[273, 502, 442, 570]","[279, 508, 436, 569]",0.8334,0.0435,True,True,1.0,151,day_proxy,32.92,12.44,45.98
00824353448276-90_86-198&453_375&505-381&505_207&514_203&452_377&443-0_0_21_12_33_25_32-115-13.jpg,皖AXN918,皖AXN918,True,0.8043,"[198, 453, 375, 505]","[203, 447, 377, 508]",0.8225,0.0532,True,True,1.0,115,day_proxy,37.86,11.05,49.37
